,Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
7165,AS,Asia,KOR,Republic of Korea,2009,Female,Age85_over,[85+],276,0.88597843,0.0,111.7736988
7166,AS,Asia,KOR,Republic of Korea,2010,Female,Age80_84,[80-84],287,1.37005919,0.0,74.94323768
7167,AS,Asia,KOR,Republic of Korea,2010,Female,Age85_over,[85+],250,0.74409191,0.0,95.07926759
7168,AS,Asia,KWT,Kuwait,1976,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7169,AS,Asia,KWT,Kuwait,1976,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7170,AS,Asia,KWT,Kuwait,1976,Female,Age85_over,[85+],0,0.0,0.0,0.0
7171,AS,Asia,KWT,Kuwait,1978,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7172,AS,Asia,KWT,Kuwait,1980,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7173,AS,Asia,KWT,Kuwait,1980,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7174,EU,Europe,NOR,Norway,2013,Female,Age85_over,[85+],1,0.00888099,0.0,1.29240711
7175,CSA,Central and South America,PAN,Panama,1956,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7176,CSA,Central and South America,PAN,Panama,1956,Female,Age85_over,[85+],0,0.0,0.0,0.0
7177,CSA,Central and South America,PAN,Panama,1958,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7178,CSA,Central and South America,PAN,Panama,1959,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7179,CSA,Central and South America,PAN,Panama,1960,Female,Age85_over,[85+],0,0.0,0.0,0.0
7180,CSA,Central and South America,PAN,Panama,1961,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7181,CSA,Central and South America,PAN,Panama,1963,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7182,CSA,Central and South America,PAN,Panama,1963,Female,Age85_over,[85+],0,0.0,0.0,0.0
7183,CSA,Central and South America,PAN,Panama,1965,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7184,CSA,Central and South America,PAN,Panama,1966,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7185,CSA,Central and South America,PAN,Panama,1967,Female,Age85_over,[85+],0,0.0,0.0,0.0
7186,CSA,Central and South America,PAN,Panama,1969,Female,Age85_over,[85+],0,0.0,0.0,0.0
7187,CSA,Central and South America,PAN,Panama,1970,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7188,CSA,Central and South America,PAN,Panama,1970,Female,Age85_over,[85+],0,0.0,0.0,0.0
7189,CSA,Central and South America,PAN,Panama,1971,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7190,CSA,Central and South America,PAN,Panama,1974,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7191,CSA,Central and South America,PAN,Panama,1975,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7192,CSA,Central and South America,PAN,Panama,1976,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7193,CSA,Central and South America,PAN,Panama,1980,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7194,AS,Asia,KOR,Republic of Korea,2011,Female,Age85_over,[85+],256,0.71785093,0.0,91.16387062
7195,AS,Asia,KOR,Republic of Korea,2012,Female,Age80_84,[80-84],293,1.27513274,0.0,67.33124675
7196,AS,Asia,KOR,Republic of Korea,2014,Female,Age75_79,[75-79],288,1.64233577,0.0,36.90895215
7197,AS,Asia,KWT,Kuwait,1972,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7198,AS,Asia,KWT,Kuwait,1977,Female,Age85_over,[85+],0,0.0,0.0,0.0
7199,AS,Asia,KWT,Kuwait,1978,Female,Age85_over,[85+],0,0.0,0.0,0.0
7200,AS,Asia,KWT,Kuwait,1979,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7201,AS,Asia,KWT,Kuwait,1981,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7202,AS,Asia,KWT,Kuwait,1982,Female,Age85_over,[85+],0,0.0,0.0,0.0
7203,AS,Asia,KWT,Kuwait,1983,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7204,AS,Asia,KWT,Kuwait,1984,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7205,AS,Asia,KWT,Kuwait,1985,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7206,AS,Asia,KWT,Kuwait,1986,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7207,AS,Asia,KWT,Kuwait,1987,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7208,AS,Asia,KWT,Kuwait,1994,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7209,AS,Asia,KWT,Kuwait,1995,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7210,AS,Asia,KWT,Kuwait,1996,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7211,AS,Asia,KWT,Kuwait,1997,Female,Age85_over,[85+],0,0.0,0.0,0.0
7212,AS,Asia,KWT,Kuwait,1999,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7213,AS,Asia,KWT,Kuwait,2000,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7214,AS,Asia,KWT,Kuwait,2000,Female,Age85_over,[85+],0,0.0,0.0,0.0
7215,AS,Asia,KWT,Kuwait,2003,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7216,AS,Asia,KWT,Kuwait,2004,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7217,CSA,Central and South America,PAN,Panama,1982,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7218,CSA,Central and South America,PAN,Panama,1982,Female,Age85_over,[85+],0,0.0,0.0,0.0
7219,CSA,Central and South America,PAN,Panama,1983,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7220,CSA,Central and South America,PAN,Panama,1984,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7221,CSA,Central and South America,PAN,Panama,1985,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7222,CSA,Central and South America,PAN,Panama,1985,Female,Age85_over,[85+],0,0.0,0.0,0.0
7223,CSA,Central and South America,PAN,Panama,1986,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7224,CSA,Central and South America,PAN,Panama,1987,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7225,CSA,Central and South America,PAN,Panama,1987,Female,Age85_over,[85+],0,0.0,0.0,0.0
7226,CSA,Central and South America,PAN,Panama,1988,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7227,CSA,Central and South America,PAN,Panama,1989,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7228,CSA,Central and South America,PAN,Panama,1997,Female,Age75_79,[75-79],1,0.18281536,0.0,6.87805214
7229,CSA,Central and South America,PAN,Panama,1998,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7230,CSA,Central and South America,PAN,Panama,1998,Female,Age85_over,[85+],1,0.10869565,0.0,12.86835671
7231,CSA,Central and South America,PAN,Panama,1999,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7232,CSA,Central and South America,PAN,Panama,2001,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7233,CSA,Central and South America,PAN,Panama,2002,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7234,CSA,Central and South America,PAN,Panama,2003,Female,Age85_over,[85+],0,0.0,0.0,0.0
7235,CSA,Central and South America,PAN,Panama,2005,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7236,CSA,Central and South America,PAN,Panama,2006,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7237,AS,Asia,KWT,Kuwait,1981,Female,Age85_over,[85+],0,0.0,0.0,0.0
7238,AS,Asia,KWT,Kuwait,1997,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7239,AS,Asia,KWT,Kuwait,1998,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7240,AS,Asia,KWT,Kuwait,1998,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7241,AS,Asia,KWT,Kuwait,1998,Female,Age85_over,[85+],0,0.0,0.0,0.0
7242,AS,Asia,KWT,Kuwait,1999,Female,Age85_over,[85+],0,0.0,0.0,0.0
7243,AS,Asia,KWT,Kuwait,2005,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7244,AS,Asia,KWT,Kuwait,2005,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7245,AS,Asia,KWT,Kuwait,2006,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7246,AS,Asia,KWT,Kuwait,2006,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7247,AS,Asia,KWT,Kuwait,2006,Female,Age85_over,[85+],0,0.0,0.0,0.0
7248,AS,Asia,KWT,Kuwait,2012,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7249,AS,Asia,KWT,Kuwait,2013,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7250,AS,Asia,KWT,Kuwait,2013,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7251,AS,Asia,KWT,Kuwait,2013,Female,Age85_over,[85+],0,0.0,0.0,0.0
7252,AS,Asia,KWT,Kuwait,2014,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7253,AS,Asia,KWT,Kuwait,2014,Female,Age85_over,[85+],0,0.0,0.0,0.0
7254,AS,Asia,KGZ,Kyrgyzstan,1989,Female,Age85_over,[85+],4,0.18034265,0.0,28.57142857
7255,AS,Asia,KGZ,Kyrgyzstan,1991,Female,Age85_over,[85+],4,0.1792918,0.0,28.36879433
7256,AS,Asia,KGZ,Kyrgyzstan,1993,Female,Age85_over,[85+],4,0.15157257,0.0,32.25806452
7257,AS,Asia,KGZ,Kyrgyzstan,1995,Female,Age85_over,[85+],1,0.03501401,0.0,8.47457627
7258,AS,Asia,KGZ,Kyrgyzstan,1997,Female,Age85_over,[85+],2,0.07390983,0.0,16.2601626
7259,AS,Asia,KGZ,Kyrgyzstan,1999,Female,Age85_over,[85+],2,0.08103728,0.0,15.625
7260,AS,Asia,KWT,Kuwait,2005,Female,Age85_over,[85+],0,0.0,0.0,0.0
7261,AS,Asia,KWT,Kuwait,2007,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7262,AS,Asia,KWT,Kuwait,2008,Female,Age85_over,[85+],0,0.0,0.0,0.0
7263,AS,Asia,KWT,Kuwait,2011,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7264,AS,Asia,KWT,Kuwait,2011,Female,Age85_over,[85+],0,0.0,0.0,0.0
7265,AS,Asia,KWT,Kuwait,2012,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7266,AS,Asia,KWT,Kuwait,2014,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7267,AS,Asia,KGZ,Kyrgyzstan,1981,Female,Age75_79,[75-79],5,0.33512064,0.0,17.36111111
7268,AS,Asia,KGZ,Kyrgyzstan,1981,Female,Age85_over,[85+],2,0.12995452,0.0,18.69158879
7269,AS,Asia,KGZ,Kyrgyzstan,1982,Female,Age80_84,[80-84],3,0.19292605,0.0,16.30434783
7270,AS,Asia,KGZ,Kyrgyzstan,1985,Female,Age75_79,[75-79],1,0.06269592,0.0,3.58422939
7271,AS,Asia,KGZ,Kyrgyzstan,1985,Female,Age85_over,[85+],4,0.19455253,0.0,33.05785124
7272,AS,Asia,KGZ,Kyrgyzstan,1986,Female,Age80_84,[80-84],4,0.27739251,0.0,21.16402116
7273,AS,Asia,KGZ,Kyrgyzstan,1987,Female,Age75_79,[75-79],11,0.65554231,0.0,37.54266212
7274,AS,Asia,KGZ,Kyrgyzstan,1987,Female,Age85_over,[85+],4,0.20263425,0.0,28.98550725
7275,AS,Asia,KGZ,Kyrgyzstan,1988,Female,Age80_84,[80-84],5,0.32404407,0.0,29.23976608
7276,AS,Asia,KGZ,Kyrgyzstan,1989,Female,Age75_79,[75-79],12,0.68571429,0.0,39.6039604
7277,AS,Asia,KGZ,Kyrgyzstan,1990,Female,Age80_84,[80-84],6,0.36742192,0.0,36.14457831
7278,AS,Asia,KGZ,Kyrgyzstan,1991,Female,Age75_79,[75-79],6,0.36101083,0.0,21.73913044
7279,AS,Asia,KGZ,Kyrgyzstan,1992,Female,Age80_84,[80-84],4,0.22714367,0.0,22.98850575
7280,AS,Asia,KGZ,Kyrgyzstan,1993,Female,Age75_79,[75-79],7,0.4391468,0.0,29.28870293
7281,AS,Asia,KGZ,Kyrgyzstan,1994,Female,Age80_84,[80-84],5,0.25113009,0.0,28.9017341
7282,AS,Asia,KGZ,Kyrgyzstan,1995,Female,Age75_79,[75-79],2,0.12531328,0.0,8.69565217
7283,AF,Africa,MUS,Mauritius,1968,Female,Age85_over,[85+],0,0.0,0.0,0.0
7284,AF,Africa,MUS,Mauritius,1969,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7285,AF,Africa,MUS,Mauritius,1969,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7286,AF,Africa,MUS,Mauritius,1969,Female,Age85_over,[85+],0,0.0,0.0,0.0
7287,AF,Africa,MUS,Mauritius,1974,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7288,AF,Africa,MUS,Mauritius,1974,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7289,AF,Africa,MUS,Mauritius,1974,Female,Age85_over,[85+],0,0.0,0.0,0.0
7290,AF,Africa,MUS,Mauritius,1976,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7291,AF,Africa,MUS,Mauritius,1979,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7292,AF,Africa,MUS,Mauritius,1979,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7293,AF,Africa,MUS,Mauritius,1979,Female,Age85_over,[85+],0,0.0,0.0,0.0
7294,AF,Africa,MUS,Mauritius,1984,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7295,AF,Africa,MUS,Mauritius,1984,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7296,AF,Africa,MUS,Mauritius,1984,Female,Age85_over,[85+],0,0.0,0.0,0.0
7297,AF,Africa,MUS,Mauritius,1988,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7298,AF,Africa,MUS,Mauritius,1988,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7299,AF,Africa,MUS,Mauritius,1988,Female,Age85_over,[85+],0,0.0,0.0,0.0
7300,AF,Africa,MUS,Mauritius,1992,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7301,AF,Africa,MUS,Mauritius,1992,Female,Age80_84,[80-84],1,0.3125,0.0,30.3030303
7302,AF,Africa,MUS,Mauritius,1993,Female,Age85_over,[85+],0,0.0,0.0,0.0
7303,AF,Africa,MUS,Mauritius,1996,Female,Age75_79,[75-79],1,0.25,0.0,15.15151515
7304,AF,Africa,MUS,Mauritius,1997,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7305,AF,Africa,MUS,Mauritius,1997,Female,Age85_over,[85+],0,0.0,0.0,0.0
7306,CSA,Central and South America,PAN,Panama,2006,Female,Age85_over,[85+],0,0.0,0.0,0.0
7307,CSA,Central and South America,PAN,Panama,2009,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7308,CSA,Central and South America,PAN,Panama,2010,Female,Age80_84,[80-84],1,0.1285347,0.0,6.39631572
7309,CSA,Central and South America,PAN,Panama,2012,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7310,CSA,Central and South America,PAN,Panama,2013,Female,Age80_84,[80-84],1,0.11682243,0.0,5.63793201
7311,CSA,Central and South America,PAN,Panama,2014,Female,Age85_over,[85+],0,0.0,0.0,0.0
7312,CSA,Central and South America,PRY,Paraguay,2000,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7313,CSA,Central and South America,PRY,Paraguay,2001,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7314,CSA,Central and South America,PRY,Paraguay,2002,Female,Age85_over,[85+],0,0.0,0.0,0.0
7315,CSA,Central and South America,PRY,Paraguay,2004,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7316,CSA,Central and South America,PRY,Paraguay,2004,Female,Age85_over,[85+],1,0.05405405,0.0,9.21489126
7317,CSA,Central and South America,PRY,Paraguay,2005,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7318,CSA,Central and South America,PRY,Paraguay,2005,Female,Age85_over,[85+],0,0.0,0.0,0.0
7319,CSA,Central and South America,PRY,Paraguay,2006,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7320,CSA,Central and South America,PRY,Paraguay,2007,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7321,CSA,Central and South America,PRY,Paraguay,2007,Female,Age85_over,[85+],0,0.0,0.0,0.0
7322,CSA,Central and South America,PRY,Paraguay,2010,Female,Age75_79,[75-79],1,0.08326395,0.0,3.22268772
7323,CSA,Central and South America,PRY,Paraguay,2012,Female,Age75_79,[75-79],2,0.18066847,0.0,5.96623113
7324,CSA,Central and South America,PRY,Paraguay,2012,Female,Age85_over,[85+],0,0.0,0.0,0.0
7325,CSA,Central and South America,PRY,Paraguay,2014,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7326,AS,Asia,KGZ,Kyrgyzstan,1996,Female,Age80_84,[80-84],6,0.35885167,0.0,37.5
7327,AS,Asia,KGZ,Kyrgyzstan,1997,Female,Age75_79,[75-79],1,0.06357279,0.0,4.03225806
7328,AS,Asia,KGZ,Kyrgyzstan,1998,Female,Age80_84,[80-84],1,0.06702413,0.0,6.84931507
7329,AS,Asia,KGZ,Kyrgyzstan,1999,Female,Age75_79,[75-79],8,0.43549265,0.0,28.26855124
7330,AS,Asia,KGZ,Kyrgyzstan,2000,Female,Age85_over,[85+],2,0.08028904,0.0,16.17730324
7331,AS,Asia,KGZ,Kyrgyzstan,2003,Female,Age75_79,[75-79],2,0.08064516,0.0,5.6994671
7332,AS,Asia,KGZ,Kyrgyzstan,2003,Female,Age85_over,[85+],1,0.04432624,0.0,9.04977376
7333,AS,Asia,KGZ,Kyrgyzstan,2006,Female,Age75_79,[75-79],4,0.15461925,0.0,10.61965699
7334,AS,Asia,KGZ,Kyrgyzstan,2007,Female,Age80_84,[80-84],2,0.09367681,0.0,9.54061919
7335,AS,Asia,KGZ,Kyrgyzstan,2008,Female,Age85_over,[85+],1,0.04319654,0.0,7.33352889
7336,AS,Asia,KGZ,Kyrgyzstan,2010,Female,Age80_84,[80-84],2,0.08090615,0.0,9.08884344
7337,AS,Asia,KGZ,Kyrgyzstan,2011,Female,Age85_over,[85+],0,0.0,0.0,0.0
7338,AS,Asia,KGZ,Kyrgyzstan,2014,Female,Age75_79,[75-79],1,0.04705882,0.0,2.7751568
7339,AS,Asia,KGZ,Kyrgyzstan,2014,Female,Age85_over,[85+],1,0.03501401,0.0,6.67155914
7340,EU,Europe,LVA,Latvia,1980,Female,Age75_79,[75-79],17,0.57901907,0.0,36.87635575
7341,EU,Europe,LVA,Latvia,1980,Female,Age85_over,[85+],9,0.25944076,0.0,53.57142857
7342,EU,Europe,LVA,Latvia,1981,Female,Age80_84,[80-84],10,0.34153005,0.0,36.900369
7343,EU,Europe,LVA,Latvia,1982,Female,Age75_79,[75-79],15,0.54466231,0.0,32.1888412
7344,EU,Europe,LVA,Latvia,1982,Female,Age85_over,[85+],17,0.51530767,0.0,100.0
7345,EU,Europe,LVA,Latvia,1983,Female,Age80_84,[80-84],15,0.49521294,0.0,51.54639175
7346,EU,Europe,LVA,Latvia,1984,Female,Age75_79,[75-79],15,0.50016672,0.0,31.71247357
7347,EU,Europe,LVA,Latvia,1984,Female,Age85_over,[85+],13,0.34400635,0.0,73.44632768
7348,EU,Europe,LVA,Latvia,1985,Female,Age80_84,[80-84],12,0.34682081,0.0,39.6039604
7349,AF,Africa,MUS,Mauritius,1999,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7350,AF,Africa,MUS,Mauritius,1999,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7351,AF,Africa,MUS,Mauritius,2002,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7352,AF,Africa,MUS,Mauritius,2002,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7353,AF,Africa,MUS,Mauritius,2002,Female,Age85_over,[85+],0,0.0,0.0,0.0
7354,AF,Africa,MUS,Mauritius,2004,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7355,AF,Africa,MUS,Mauritius,2005,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7356,AF,Africa,MUS,Mauritius,2006,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7357,AF,Africa,MUS,Mauritius,2006,Female,Age80_84,[80-84],1,0.1618123,0.0,15.35155051
7358,AF,Africa,MUS,Mauritius,2006,Female,Age85_over,[85+],2,0.25062657,0.0,50.83884087
7359,AF,Africa,MUS,Mauritius,2007,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7360,AF,Africa,MUS,Mauritius,2007,Female,Age85_over,[85+],0,0.0,0.0,0.0
7361,AF,Africa,MUS,Mauritius,2013,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7362,AF,Africa,MUS,Mauritius,2013,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7363,AF,Africa,MUS,Mauritius,2014,Female,Age75_79,[75-79],2,0.4008016,0.0,17.62735766
7364,AF,Africa,MUS,Mauritius,2014,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7365,AF,Africa,MUS,Mauritius,2014,Female,Age85_over,[85+],0,0.0,0.0,0.0
7366,AF,Africa,MYT,Mayotte,2012,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7367,AF,Africa,MYT,Mayotte,2012,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7368,AF,Africa,MYT,Mayotte,2012,Female,Age85_over,[85+],0,0.0,0.0,0.0
7369,AF,Africa,MYT,Mayotte,2013,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7370,AF,Africa,MYT,Mayotte,2013,Female,Age85_over,[85+],0,0.0,0.0,0.0
7371,CSA,Central and South America,MEX,Mexico,1956,Female,Age75_79,[75-79],2,0.0317662,0.0,1.90188191
7372,CSA,Central and South America,PER,Peru,1995,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7373,CSA,Central and South America,PER,Peru,1996,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7374,CSA,Central and South America,PER,Peru,1997,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7375,CSA,Central and South America,PER,Peru,1998,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7376,CSA,Central and South America,PER,Peru,1999,Female,Age80_84,[80-84],1,0.02716653,0.0,1.42233348
7377,CSA,Central and South America,PER,Peru,2000,Female,Age85_over,[85+],0,0.0,0.0,0.0
7378,CSA,Central and South America,PER,Peru,2002,Female,Age75_79,[75-79],1,0.02773925,0.0,0.69153424
7379,CSA,Central and South America,PER,Peru,2005,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7380,CSA,Central and South America,PER,Peru,2005,Female,Age85_over,[85+],0,0.0,0.0,0.0
7381,CSA,Central and South America,PER,Peru,2006,Female,Age80_84,[80-84],1,0.0232288,0.0,1.00456071
7382,CSA,Central and South America,PER,Peru,2008,Female,Age80_84,[80-84],0,0.0,0.0,0.0
7383,CSA,Central and South America,PER,Peru,2009,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7384,CSA,Central and South America,PER,Peru,2009,Female,Age85_over,[85+],0,0.0,0.0,0.0
7385,CSA,Central and South America,PER,Peru,2012,Female,Age75_79,[75-79],2,0.04049403,0.0,0.97051102
7386,CSA,Central and South America,PER,Peru,2012,Female,Age85_over,[85+],4,0.03485535,0.0,4.5460228
7387,CSA,Central and South America,PER,Peru,2013,Female,Age80_84,[80-84],1,0.01636126,0.0,0.72653826
7388,AS,Asia,PHL,Philippines,1963,Female,Age75_79,[75-79],0,0.0,0.0,0.0
7389,AS,Asia,PHL,Philippines,1965,Female,Age80_84,[80-84],1,0.01762736,0.0,1.91864927
7390,AS,Asia,PHL,Philippines,1967,Female,Age85_over,[85+],0,0.0,0.0,0.0
7391,AS,Asia,PHL,Philippines,1968,Female,Age80_84,[80-84],3,0.06112469,0.0,5.36903143
7392,AS,Asia,PHL,Philippines,1992,Female,Age80_84,[80-84],2,0.01666806,0.0,1.70574238
7393,EU,Europe,LVA,Latvia,1986,Female,Age75_79,[75-79],16,0.5468216,0.0,33.126294
7394,EU,Europe,LVA,Latvia,1986,Female,Age85_over,[85+],9,0.23653088,0.0,48.12834225
7395,EU,Europe,LVA,Latvia,1987,Female,Age80_84,[80-84],10,0.29717682,0.0,31.84713376
7396,EU,Europe,LVA,Latvia,1988,Female,Age75_79,[75-79],16,0.51529791,0.0,32.32323232
7397,EU,Europe,LVA,Latvia,1988,Female,Age85_over,[85+],13,0.3257329,0.0,64.35643564
7398,EU,Europe,LVA,Latvia,1989,Female,Age80_84,[80-84],10,0.31298905,0.0,31.15264798
7399,EU,Europe,LVA,Latvia,1990,Female,Age75_79,[75-79],11,0.36077402,0.0,22.72727273
7400,EU,Europe,LVA,Latvia,1990,Female,Age85_over,[85+],13,0.30239591,0.0,60.74766355
7401,EU,Europe,LVA,Latvia,1991,Female,Age80_84,[80-84],8,0.24031241,0.0,24.61538462
7402,EU,Europe,LVA,Latvia,1992,Female,Age75_79,[75-79],15,0.61124694,0.0,36.31961259
7403,EU,Europe,LVA,Latvia,1992,Female,Age85_over,[85+],4,0.0929368,0.0,18.43317972
7404,EU,Europe,LVA,Latvia,1993,Female,Age80_84,[80-84],7,0.20091848,0.0,21.27659575
7405,EU,Europe,LVA,Latvia,1994,Female,Age75_79,[75-79],12,0.5625879,0.0,33.70786517
7406,EU,Europe,LVA,Latvia,1994,Female,Age85_over,[85+],7,0.13924806,0.0,31.67420815
7407,EU,Europe,LVA,Latvia,1995,Female,Age80_84,[80-84],10,0.32216495,0.0,31.44654088
7408,EU,Europe,LVA,Latvia,1998,Female,Age75_79,[75-79],8,0.31936128,0.0,18.30663616
7409,EU,Europe,LVA,Latvia,1998,Female,Age85_over,[85+],5,0.10699765,0.0,21.64502165
7410,EU,Europe,LVA,Latvia,1999,Female,Age80_84,[80-84],9,0.41189931,0.0,37.65690377
7411,EU,Europe,LVA,Latvia,2001,Female,Age75_79,[75-79],14,0.47928792,0.0,25.81263713
7412,EU,Europe,LVA,Latvia,2002,Female,Age80_84,[80-84],6,0.24057739,0.0,22.13123824
7413,EU,Europe,LVA,Latvia,2003,Female,Age85_over,[85+],8,0.19588639,0.0,40.89561395
7414,EU,Europe,LVA,Latvia,2005,Female,Age80_84,[80-84],12,0.3649635,0.0,33.84094755
7415,EU,Europe,LVA,Latvia,2006,Female,Age75_79,[75-79],10,0.34818942,0.0,17.65567895
7416,CSA,Central and South America,MEX,Mexico,1956,Female,Age80_84,[80-84],1,0.0157208,0.0,2.24542495
7417,CSA,Central and South America,MEX,Mexico,1956,Female,Age85_over,[85+],3,0.02730997,0.0,9.63855422
7418,CSA,Central and South America,MEX,Mexico,1960,Female,Age85_over,[85+],2,0.0162364,0.0,7.09119274
7419,CSA,Central and South America,MEX,Mexico,1961,Female,Age75_79,[75-79],2,0.02820079,0.0,1.61211017
7420,CSA,Central and South America,MEX,Mexico,1961,Female,Age80_84,[80-84],3,0.04287552,0.0,4.48028674
7421,CSA,Central and South America,MEX,Mexico,1961,Female,Age85_over,[85+],0,0.0,0.0,0.0
7422,CSA,Central and South America,MEX,Mexico,1965,Female,Age80_84,[80-84],7,0.08536585,0.0,8.94923228
7423,CSA,Central and South America,MEX,Mexico,1965,Female,Age85_over,[85+],1,0.00681013,0.0,2.37062324
7424,CSA,Central and South America,MEX,Mexico,1966,Female,Age75_79,[75-79],2,0.02357656,0.0,1.32814471
7425,CSA,Central and South America,MEX,Mexico,1966,Female,Age80_84,[80-84],2,0.02413419,0.0,2.4389649
