,Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
0,EU,Europe,ALB,Albania,1987,Female,Age75_79,[75-79],0,0.0,0.0,0.0
1,EU,Europe,ALB,Albania,1987,Female,Age85_over,[85+],1,0.07183908,0.0,15.38461539
2,EU,Europe,ALB,Albania,1989,Female,Age75_79,[75-79],0,0.0,0.0,0.0
3,EU,Europe,ALB,Albania,1989,Female,Age85_over,[85+],0,0.0,0.0,0.0
4,EU,Europe,ALB,Albania,1992,Female,Age80_84,[80-84],0,0.0,0.0,0.0
5,EU,Europe,ALB,Albania,1993,Female,Age85_over,[85+],0,0.0,0.0,0.0
6,EU,Europe,ALB,Albania,1995,Female,Age80_84,[80-84],1,0.10695187,0.0,7.14285714
7,EU,Europe,ALB,Albania,1996,Female,Age80_84,[80-84],1,0.10638298,0.0,7.09219858
8,EU,Europe,ALB,Albania,1998,Female,Age75_79,[75-79],0,0.0,0.0,0.0
9,EU,Europe,ALB,Albania,1999,Female,Age75_79,[75-79],3,0.30959752,0.0,14.35406699
10,EU,Europe,ALB,Albania,1999,Female,Age85_over,[85+],1,0.07513148,0.0,14.28571429
11,EU,Europe,ALB,Albania,2001,Female,Age85_over,[85+],1,0.0694927,0.0,9.77421562
12,EU,Europe,ALB,Albania,2002,Female,Age85_over,[85+],0,0.0,0.0,0.0
13,EU,Europe,ALB,Albania,2003,Female,Age75_79,[75-79],5,0.42158516,0.0,20.53641106
14,EU,Europe,ALB,Albania,2003,Female,Age85_over,[85+],0,0.0,0.0,0.0
15,EU,Europe,ALB,Albania,2004,Female,Age85_over,[85+],0,0.0,0.0,0.0
16,EU,Europe,ALB,Albania,2007,Female,Age75_79,[75-79],0,0.0,0.0,0.0
17,EU,Europe,ALB,Albania,2007,Female,Age85_over,[85+],1,0.05521811,0.0,7.99296619
18,EU,Europe,ALB,Albania,2008,Female,Age75_79,[75-79],2,0.18066847,0.0,6.792094
19,EU,Europe,ALB,Albania,2008,Female,Age85_over,[85+],1,0.04770992,0.0,7.8320802
20,EU,Europe,ALB,Albania,2010,Female,Age80_84,[80-84],1,0.10298661,0.0,5.35188654
21,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Female,Age80_84,[80-84],0,0.0,0.0,0.0
22,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1962,Female,Age75_79,[75-79],0,0.0,0.0,0.0
23,EU,Europe,ALB,Albania,1987,Female,Age80_84,[80-84],0,0.0,0.0,0.0
24,EU,Europe,ALB,Albania,1989,Female,Age80_84,[80-84],0,0.0,0.0,0.0
25,EU,Europe,ALB,Albania,1992,Female,Age75_79,[75-79],0,0.0,0.0,0.0
26,EU,Europe,ALB,Albania,1992,Female,Age85_over,[85+],0,0.0,0.0,0.0
27,EU,Europe,ALB,Albania,1993,Female,Age80_84,[80-84],0,0.0,0.0,0.0
28,EU,Europe,ALB,Albania,1995,Female,Age75_79,[75-79],1,0.12919897,0.0,5.0
29,EU,Europe,ALB,Albania,1996,Female,Age75_79,[75-79],0,0.0,0.0,0.0
30,EU,Europe,ALB,Albania,1996,Female,Age85_over,[85+],1,0.067659,0.0,14.70588235
31,EU,Europe,ALB,Albania,1998,Female,Age80_84,[80-84],0,0.0,0.0,0.0
32,EU,Europe,ALB,Albania,1999,Female,Age80_84,[80-84],0,0.0,0.0,0.0
33,EU,Europe,ALB,Albania,2002,Female,Age80_84,[80-84],1,0.08396306,0.0,6.71817266
34,EU,Europe,ALB,Albania,2003,Female,Age80_84,[80-84],1,0.06958942,0.0,6.32391071
35,EU,Europe,ALB,Albania,2007,Female,Age80_84,[80-84],2,0.16949153,0.0,12.30920729
36,EU,Europe,ALB,Albania,2008,Female,Age80_84,[80-84],2,0.15612802,0.0,11.65840863
37,EU,Europe,ALB,Albania,2010,Female,Age75_79,[75-79],1,0.12285012,0.0,3.1445552
38,EU,Europe,ALB,Albania,2010,Female,Age85_over,[85+],0,0.0,0.0,0.0
39,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Female,Age85_over,[85+],0,0.0,0.0,0.0
40,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1962,Female,Age80_84,[80-84],0,0.0,0.0,0.0
41,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1964,Female,Age75_79,[75-79],0,0.0,0.0,0.0
42,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1964,Female,Age85_over,[85+],0,0.0,0.0,0.0
43,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1971,Female,Age85_over,[85+],0,0.0,0.0,0.0
44,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1972,Female,Age75_79,[75-79],0,0.0,0.0,0.0
45,EU,Europe,ALB,Albania,1997,Female,Age75_79,[75-79],1,0.12903226,0.0,4.83091787
46,EU,Europe,ALB,Albania,1997,Female,Age80_84,[80-84],0,0.0,0.0,0.0
47,EU,Europe,ALB,Albania,1997,Female,Age85_over,[85+],1,0.07656968,0.0,14.28571429
48,EU,Europe,ALB,Albania,1998,Female,Age85_over,[85+],0,0.0,0.0,0.0
49,EU,Europe,ALB,Albania,2005,Female,Age75_79,[75-79],0,0.0,0.0,0.0
50,EU,Europe,ALB,Albania,2005,Female,Age80_84,[80-84],0,0.0,0.0,0.0
51,EU,Europe,ALB,Albania,2005,Female,Age85_over,[85+],0,0.0,0.0,0.0
52,EU,Europe,ALB,Albania,2009,Female,Age75_79,[75-79],0,0.0,0.0,0.0
53,EU,Europe,ALB,Albania,2009,Female,Age80_84,[80-84],0,0.0,0.0,0.0
54,EU,Europe,ALB,Albania,2009,Female,Age85_over,[85+],0,0.0,0.0,0.0
55,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1962,Female,Age85_over,[85+],0,0.0,0.0,0.0
56,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1970,Female,Age75_79,[75-79],0,0.0,0.0,0.0
57,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1970,Female,Age80_84,[80-84],0,0.0,0.0,0.0
58,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1970,Female,Age85_over,[85+],0,0.0,0.0,0.0
59,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1973,Female,Age85_over,[85+],0,0.0,0.0,0.0
60,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1975,Female,Age75_79,[75-79],0,0.0,0.0,0.0
61,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1975,Female,Age80_84,[80-84],0,0.0,0.0,0.0
62,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1975,Female,Age85_over,[85+],0,0.0,0.0,0.0
63,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1978,Female,Age85_over,[85+],0,0.0,0.0,0.0
64,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1987,Female,Age75_79,[75-79],0,0.0,0.0,0.0
65,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1964,Female,Age80_84,[80-84],0,0.0,0.0,0.0
66,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1971,Female,Age80_84,[80-84],0,0.0,0.0,0.0
67,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1972,Female,Age80_84,[80-84],0,0.0,0.0,0.0
68,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1973,Female,Age80_84,[80-84],0,0.0,0.0,0.0
69,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1976,Female,Age85_over,[85+],0,0.0,0.0,0.0
70,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1977,Female,Age75_79,[75-79],0,0.0,0.0,0.0
71,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1977,Female,Age85_over,[85+],0,0.0,0.0,0.0
72,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1978,Female,Age75_79,[75-79],0,0.0,0.0,0.0
73,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1985,Female,Age75_79,[75-79],0,0.0,0.0,0.0
74,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1985,Female,Age85_over,[85+],0,0.0,0.0,0.0
75,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1986,Female,Age80_84,[80-84],0,0.0,0.0,0.0
76,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1987,Female,Age80_84,[80-84],0,0.0,0.0,0.0
77,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1993,Female,Age80_84,[80-84],0,0.0,0.0,0.0
78,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1995,Female,Age75_79,[75-79],0,0.0,0.0,0.0
79,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1998,Female,Age75_79,[75-79],0,0.0,0.0,0.0
80,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1998,Female,Age85_over,[85+],0,0.0,0.0,0.0
81,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Female,Age75_79,[75-79],0,0.0,0.0,0.0
82,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Female,Age85_over,[85+],0,0.0,0.0,0.0
83,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1972,Female,Age85_over,[85+],0,0.0,0.0,0.0
84,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1973,Female,Age75_79,[75-79],0,0.0,0.0,0.0
85,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1976,Female,Age80_84,[80-84],0,0.0,0.0,0.0
86,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1977,Female,Age80_84,[80-84],0,0.0,0.0,0.0
87,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1978,Female,Age80_84,[80-84],0,0.0,0.0,0.0
88,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1985,Female,Age80_84,[80-84],0,0.0,0.0,0.0
89,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1986,Female,Age75_79,[75-79],0,0.0,0.0,0.0
90,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1986,Female,Age85_over,[85+],0,0.0,0.0,0.0
91,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1987,Female,Age85_over,[85+],0,0.0,0.0,0.0
92,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1992,Female,Age75_79,[75-79],0,0.0,0.0,0.0
93,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1993,Female,Age75_79,[75-79],0,0.0,0.0,0.0
94,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1994,Female,Age85_over,[85+],0,0.0,0.0,0.0
95,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1998,Female,Age80_84,[80-84],0,0.0,0.0,0.0
96,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2000,Female,Age75_79,[75-79],0,0.0,0.0,0.0
97,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2001,Female,Age80_84,[80-84],0,0.0,0.0,0.0
98,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Female,Age85_over,[85+],0,0.0,0.0,0.0
99,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Female,Age75_79,[75-79],0,0.0,0.0,0.0
100,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Female,Age85_over,[85+],0,0.0,0.0,0.0
101,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1995,Female,Age80_84,[80-84],0,0.0,0.0,0.0
102,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1995,Female,Age85_over,[85+],0,0.0,0.0,0.0
103,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Female,Age75_79,[75-79],0,0.0,0.0,0.0
104,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Female,Age75_79,[75-79],0,0.0,0.0,0.0
105,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Female,Age80_84,[80-84],0,0.0,0.0,0.0
106,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2003,Female,Age85_over,[85+],0,0.0,0.0,0.0
107,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Female,Age80_84,[80-84],0,0.0,0.0,0.0
108,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Female,Age85_over,[85+],0,0.0,0.0,0.0
109,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2012,Female,Age75_79,[75-79],0,0.0,0.0,0.0
110,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2012,Female,Age80_84,[80-84],0,0.0,0.0,0.0
111,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2013,Female,Age75_79,[75-79],0,0.0,0.0,0.0
112,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2013,Female,Age80_84,[80-84],0,0.0,0.0,0.0
113,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2013,Female,Age85_over,[85+],0,0.0,0.0,0.0
114,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2014,Female,Age85_over,[85+],0,0.0,0.0,0.0
115,CSA,Central and South America,ARG,Argentina,1967,Female,Age80_84,[80-84],5,0.06638343,0.0,6.32911392
116,CSA,Central and South America,ARG,Argentina,1967,Female,Age85_over,[85+],2,0.02656395,0.0,5.26315789
117,CSA,Central and South America,ARG,Argentina,1968,Female,Age75_79,[75-79],9,0.09701412,0.0,5.92105263
118,CSA,Central and South America,ARG,Argentina,1969,Female,Age75_79,[75-79],9,0.09190238,0.0,5.76923077
119,CSA,Central and South America,ARG,Argentina,1969,Female,Age80_84,[80-84],10,0.113199,0.0,11.23595506
120,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2002,Female,Age80_84,[80-84],0,0.0,0.0,0.0
121,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2004,Female,Age75_79,[75-79],0,0.0,0.0,0.0
122,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2005,Female,Age80_84,[80-84],0,0.0,0.0,0.0
123,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2006,Female,Age85_over,[85+],0,0.0,0.0,0.0
124,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2008,Female,Age80_84,[80-84],0,0.0,0.0,0.0
125,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2009,Female,Age75_79,[75-79],0,0.0,0.0,0.0
126,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2009,Female,Age85_over,[85+],0,0.0,0.0,0.0
127,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2014,Female,Age75_79,[75-79],0,0.0,0.0,0.0
128,CSA,Central and South America,ARG,Argentina,1966,Female,Age80_84,[80-84],7,0.11511265,0.0,9.33333333
129,CSA,Central and South America,ARG,Argentina,1967,Female,Age75_79,[75-79],8,0.093338,0.0,5.40540541
130,CSA,Central and South America,ARG,Argentina,1968,Female,Age85_over,[85+],4,0.04670715,0.0,10.0
131,CSA,Central and South America,ARG,Argentina,1969,Female,Age85_over,[85+],2,0.02234887,0.0,4.54545455
132,CSA,Central and South America,ARG,Argentina,1970,Female,Age75_79,[75-79],8,0.08291874,0.0,5.03144654
133,CSA,Central and South America,ARG,Argentina,1970,Female,Age85_over,[85+],3,0.03398663,0.0,5.66037736
134,CSA,Central and South America,ARG,Argentina,1977,Female,Age75_79,[75-79],16,0.13338891,0.0,7.51173709
135,CSA,Central and South America,ARG,Argentina,1977,Female,Age85_over,[85+],2,0.01716591,0.0,2.94117647
136,CSA,Central and South America,ARG,Argentina,1978,Female,Age75_79,[75-79],14,0.11568336,0.0,6.42201835
137,CSA,Central and South America,ARG,Argentina,1984,Female,Age80_84,[80-84],8,0.05000625,0.0,5.39811066
138,CSA,Central and South America,ARG,Argentina,1987,Female,Age80_84,[80-84],19,0.11790258,0.0,13.00479124
139,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2006,Female,Age80_84,[80-84],0,0.0,0.0,0.0
140,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2008,Female,Age75_79,[75-79],0,0.0,0.0,0.0
141,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2009,Female,Age80_84,[80-84],0,0.0,0.0,0.0
142,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2012,Female,Age85_over,[85+],0,0.0,0.0,0.0
143,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,2014,Female,Age80_84,[80-84],0,0.0,0.0,0.0
144,CSA,Central and South America,ARG,Argentina,1966,Female,Age75_79,[75-79],12,0.16560861,0.0,8.39160839
145,CSA,Central and South America,ARG,Argentina,1966,Female,Age85_over,[85+],0,0.0,0.0,0.0
146,CSA,Central and South America,ARG,Argentina,1968,Female,Age80_84,[80-84],3,0.0365809,0.0,3.57142857
147,CSA,Central and South America,ARG,Argentina,1970,Female,Age80_84,[80-84],4,0.04510091,0.0,4.3956044
148,CSA,Central and South America,ARG,Argentina,1977,Female,Age80_84,[80-84],9,0.0757512,0.0,8.65384615
149,CSA,Central and South America,ARG,Argentina,1979,Female,Age75_79,[75-79],20,0.15370427,0.0,9.00900901
150,CSA,Central and South America,ARG,Argentina,1980,Female,Age85_over,[85+],0,0.0,0.0,0.0
151,CSA,Central and South America,ARG,Argentina,1981,Female,Age75_79,[75-79],27,0.06464434,0.0,6.21546961
152,CSA,Central and South America,ARG,Argentina,1984,Female,Age75_79,[75-79],21,0.13703994,0.0,7.29166667
153,CSA,Central and South America,ARG,Argentina,1984,Female,Age85_over,[85+],4,0.02182453,0.0,4.32432432
154,CSA,Central and South America,ARG,Argentina,1986,Female,Age75_79,[75-79],30,0.20214271,0.0,9.81033355
155,CSA,Central and South America,ARG,Argentina,1987,Female,Age75_79,[75-79],33,0.20818876,0.0,10.65547304
156,CSA,Central and South America,ARG,Argentina,1987,Female,Age85_over,[85+],5,0.02510166,0.0,5.48245614
157,CSA,Central and South America,ARG,Argentina,1988,Female,Age85_over,[85+],9,0.04249693,0.0,7.31707317
158,CSA,Central and South America,ARG,Argentina,1990,Female,Age75_79,[75-79],39,0.23516643,0.0,11.11111111
159,EU,Europe,ALB,Albania,1988,Female,Age75_79,[75-79],0,0.0,0.0,0.0
160,EU,Europe,ALB,Albania,1988,Female,Age80_84,[80-84],0,0.0,0.0,0.0
161,EU,Europe,ALB,Albania,1988,Female,Age85_over,[85+],2,0.14164306,0.0,29.85074627
162,EU,Europe,ALB,Albania,1993,Female,Age75_79,[75-79],0,0.0,0.0,0.0
163,EU,Europe,ALB,Albania,1994,Female,Age75_79,[75-79],2,0.30487805,0.0,10.05025126
164,EU,Europe,ALB,Albania,1994,Female,Age80_84,[80-84],0,0.0,0.0,0.0
165,EU,Europe,ALB,Albania,1994,Female,Age85_over,[85+],0,0.0,0.0,0.0
166,EU,Europe,ALB,Albania,1995,Female,Age85_over,[85+],0,0.0,0.0,0.0
167,EU,Europe,ALB,Albania,2000,Female,Age75_79,[75-79],0,0.0,0.0,0.0
168,EU,Europe,ALB,Albania,2000,Female,Age80_84,[80-84],2,0.20242915,0.0,15.50387597
169,EU,Europe,ALB,Albania,2000,Female,Age85_over,[85+],0,0.0,0.0,0.0
170,EU,Europe,ALB,Albania,2001,Female,Age75_79,[75-79],1,0.10405827,0.0,4.45712248
171,EU,Europe,ALB,Albania,2001,Female,Age80_84,[80-84],0,0.0,0.0,0.0
172,EU,Europe,ALB,Albania,2002,Female,Age75_79,[75-79],0,0.0,0.0,0.0
173,EU,Europe,ALB,Albania,2004,Female,Age75_79,[75-79],1,0.08726003,0.0,3.87732155
174,EU,Europe,ALB,Albania,2004,Female,Age80_84,[80-84],2,0.13227513,0.0,12.04601578
175,EU,Europe,ALB,Albania,2006,Female,Age75_79,[75-79],0,0.0,0.0,0.0
176,EU,Europe,ALB,Albania,2006,Female,Age80_84,[80-84],0,0.0,0.0,0.0
177,EU,Europe,ALB,Albania,2006,Female,Age85_over,[85+],0,0.0,0.0,0.0
178,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1961,Female,Age75_79,[75-79],0,0.0,0.0,0.0
179,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1963,Female,Age75_79,[75-79],0,0.0,0.0,0.0
180,NAC,North America and the Caribbean,ATG,Antigua and Barbuda,1963,Female,Age80_84,[80-84],0,0.0,0.0,0.0
181,CSA,Central and South America,ARG,Argentina,1978,Female,Age80_84,[80-84],6,0.05365287,0.0,5.66037736
182,CSA,Central and South America,ARG,Argentina,1978,Female,Age85_over,[85+],4,0.03160057,0.0,5.71428571
183,CSA,Central and South America,ARG,Argentina,1979,Female,Age80_84,[80-84],7,0.05785124,0.0,6.54205607
184,CSA,Central and South America,ARG,Argentina,1979,Female,Age85_over,[85+],6,0.04302309,0.0,8.45070423
185,CSA,Central and South America,ARG,Argentina,1980,Female,Age75_79,[75-79],34,0.07934285,0.0,7.22175021
186,CSA,Central and South America,ARG,Argentina,1980,Female,Age80_84,[80-84],0,0.0,0.0,0.0
187,CSA,Central and South America,ARG,Argentina,1981,Female,Age80_84,[80-84],0,0.0,0.0,0.0
188,CSA,Central and South America,ARG,Argentina,1981,Female,Age85_over,[85+],0,0.0,0.0,0.0
189,CSA,Central and South America,ARG,Argentina,1982,Female,Age75_79,[75-79],19,0.14226881,0.0,7.1969697
190,CSA,Central and South America,ARG,Argentina,1982,Female,Age80_84,[80-84],11,0.08028025,0.0,8.08823529
191,CSA,Central and South America,ARG,Argentina,1982,Female,Age85_over,[85+],2,0.01290489,0.0,2.38095238
192,CSA,Central and South America,ARG,Argentina,1983,Female,Age75_79,[75-79],29,0.19266543,0.0,10.82089552
193,CSA,Central and South America,ARG,Argentina,1983,Female,Age80_84,[80-84],10,0.06459531,0.0,7.24637681
194,CSA,Central and South America,ARG,Argentina,1983,Female,Age85_over,[85+],9,0.05087333,0.0,10.46511628
195,CSA,Central and South America,ARG,Argentina,1986,Female,Age80_84,[80-84],10,0.06626905,0.0,6.93000693
196,CSA,Central and South America,ARG,Argentina,1986,Female,Age85_over,[85+],8,0.043457,0.0,8.87902331
197,CSA,Central and South America,ARG,Argentina,1988,Female,Age75_79,[75-79],38,0.23231644,0.0,11.37724551
198,CSA,Central and South America,ARG,Argentina,1988,Female,Age80_84,[80-84],14,0.08316996,0.0,9.65517241
199,CSA,Central and South America,ARG,Argentina,1992,Female,Age80_84,[80-84],13,0.07166878,0.0,6.70448685
200,CSA,Central and South America,ARG,Argentina,1992,Female,Age85_over,[85+],6,0.02508361,0.0,4.95458299
201,CSA,Central and South America,ARG,Argentina,1989,Female,Age75_79,[75-79],36,0.22533801,0.0,10.52631579
202,CSA,Central and South America,ARG,Argentina,1990,Female,Age80_84,[80-84],11,0.06332393,0.0,6.98412698
203,CSA,Central and South America,ARG,Argentina,1991,Female,Age80_84,[80-84],12,0.06987713,0.0,7.36196319
204,CSA,Central and South America,ARG,Argentina,1992,Female,Age75_79,[75-79],27,0.16700687,0.0,7.43801653
205,CSA,Central and South America,ARG,Argentina,1993,Female,Age75_79,[75-79],27,0.16869728,0.0,7.29335494
206,CSA,Central and South America,ARG,Argentina,1993,Female,Age85_over,[85+],16,0.0649667,0.0,12.68834259
207,CSA,Central and South America,ARG,Argentina,1995,Female,Age80_84,[80-84],17,0.08806921,0.0,7.38488271
208,CSA,Central and South America,ARG,Argentina,1997,Female,Age75_79,[75-79],21,0.1344,0.0,5.21345369
209,CSA,Central and South America,ARG,Argentina,1998,Female,Age75_79,[75-79],27,0.15922628,0.0,6.51303935
210,CSA,Central and South America,ARG,Argentina,1998,Female,Age85_over,[85+],7,0.02121662,0.0,3.68980349
211,CSA,Central and South America,ARG,Argentina,1999,Female,Age80_84,[80-84],10,0.04965736,0.0,3.66680478
212,CSA,Central and South America,ARG,Argentina,2000,Female,Age80_84,[80-84],8,0.04114591,0.0,2.83847985
213,CSA,Central and South America,ARG,Argentina,2002,Female,Age85_over,[85+],14,0.03718855,0.0,6.22490585
214,CSA,Central and South America,ARG,Argentina,2003,Female,Age75_79,[75-79],38,0.20015802,0.0,8.05161509
215,CSA,Central and South America,ARG,Argentina,2004,Female,Age80_84,[80-84],20,0.08775394,0.0,6.27681376
216,CSA,Central and South America,ARG,Argentina,2005,Female,Age85_over,[85+],12,0.02886767,0.0,4.95576975
217,CSA,Central and South America,ARG,Argentina,2006,Female,Age80_84,[80-84],7,0.03070041,0.0,2.06723841
218,CSA,Central and South America,ARG,Argentina,2007,Female,Age85_over,[85+],8,0.01685523,0.0,2.93356215
219,CSA,Central and South America,ARG,Argentina,2008,Female,Age85_over,[85+],9,0.02022517,0.0,3.17790999
220,CSA,Central and South America,ARG,Argentina,2009,Female,Age75_79,[75-79],11,0.06189163,0.0,2.22941038
221,CSA,Central and South America,ARG,Argentina,1990,Female,Age85_over,[85+],11,0.04852014,0.0,8.17843866
222,CSA,Central and South America,ARG,Argentina,1991,Female,Age85_over,[85+],13,0.05805904,0.0,9.35251799
223,CSA,Central and South America,ARG,Argentina,1993,Female,Age80_84,[80-84],15,0.0800897,0.0,7.42206828
224,CSA,Central and South America,ARG,Argentina,1995,Female,Age75_79,[75-79],27,0.17145034,0.0,6.9731405
225,CSA,Central and South America,ARG,Argentina,1995,Female,Age85_over,[85+],5,0.01828555,0.0,4.00641026
226,CSA,Central and South America,ARG,Argentina,1996,Female,Age85_over,[85+],9,0.03334939,0.0,6.83371298
227,CSA,Central and South America,ARG,Argentina,1998,Female,Age80_84,[80-84],19,0.09717676,0.0,7.15488057
228,CSA,Central and South America,ARG,Argentina,1999,Female,Age75_79,[75-79],23,0.12709991,0.0,5.38108618
229,CSA,Central and South America,ARG,Argentina,2000,Female,Age75_79,[75-79],25,0.14657598,0.0,5.6680731
230,CSA,Central and South America,ARG,Argentina,2000,Female,Age85_over,[85+],10,0.02923806,0.0,5.03349793
231,CSA,Central and South America,ARG,Argentina,2003,Female,Age80_84,[80-84],20,0.08971426,0.0,6.48689323
232,CSA,Central and South America,ARG,Argentina,2004,Female,Age75_79,[75-79],26,0.14038877,0.0,5.39685571
233,CSA,Central and South America,ARG,Argentina,2004,Female,Age85_over,[85+],4,0.00975324,0.0,1.67577169
234,CSA,Central and South America,ARG,Argentina,2005,Female,Age80_84,[80-84],19,0.08286088,0.0,5.75815157
235,CSA,Central and South America,ARG,Argentina,2006,Female,Age75_79,[75-79],19,0.1032216,0.0,3.86899186
236,CSA,Central and South America,ARG,Argentina,2006,Female,Age85_over,[85+],5,0.01185846,0.0,1.93079267
237,CSA,Central and South America,ARG,Argentina,2007,Female,Age80_84,[80-84],8,0.03243594,0.0,2.30050985
238,CSA,Central and South America,ARG,Argentina,2009,Female,Age80_84,[80-84],7,0.0300726,0.0,1.91335247
239,CSA,Central and South America,ARG,Argentina,2010,Female,Age75_79,[75-79],16,0.08623013,0.0,3.21878483
240,CSA,Central and South America,ARG,Argentina,2013,Female,Age80_84,[80-84],8,0.03216339,0.0,2.1165925
241,CSA,Central and South America,ARG,Argentina,1996,Female,Age75_79,[75-79],30,0.19578412,0.0,7.54527163
242,CSA,Central and South America,ARG,Argentina,1996,Female,Age80_84,[80-84],20,0.10680908,0.0,8.44594595
243,CSA,Central and South America,ARG,Argentina,1997,Female,Age80_84,[80-84],18,0.09494672,0.0,6.92555414
244,CSA,Central and South America,ARG,Argentina,1997,Female,Age85_over,[85+],8,0.02765296,0.0,4.43486022
245,CSA,Central and South America,ARG,Argentina,2003,Female,Age85_over,[85+],10,0.02420487,0.0,4.2890107
246,CSA,Central and South America,ARG,Argentina,2005,Female,Age75_79,[75-79],28,0.14956466,0.0,5.71381928
247,CSA,Central and South America,ARG,Argentina,2007,Female,Age75_79,[75-79],15,0.07507508,0.0,3.05349106
